,TPM_value,TPM_var,TDES_value,TDES_var,IPC_value,IPC_var,PIB_value,PIB_var,BC_value,BC_var
2023-05-25,5.08,0.0,3.6225806451612903,-0.089,303858.93548387097,0.006999999999999999,27860976.67032967,0.02,-65090.51612903226,-0.062
2023-05-26,5.08,0.0,3.6193548387096777,-0.089,303879.51612903224,0.006999999999999999,27866577.21978022,0.02,-65049.87096774193,-0.062
2023-05-27,5.08,0.0,3.6161290322580646,-0.089,303900.0967741936,0.006999999999999999,27872177.769230768,0.02,-65009.22580645161,-0.062
2023-05-28,5.08,0.0,3.6129032258064515,-0.089,303920.67741935485,0.006999999999999999,27877778.31868132,0.02,-64968.58064516129,-0.063
2023-05-29,5.08,0.0,3.609677419354839,-0.089,303941.2580645161,0.006999999999999999,27883378.86813187,0.02,-64927.93548387097,-0.063
2023-05-30,5.08,0.0,3.606451612903226,-0.089,303961.8387096774,0.006999999999999999,27888979.41758242,0.02,-64887.290322580644,-0.063
2023-05-31,5.08,0.0,3.603225806451613,-0.089,303982.4193548387,0.006999999999999999,27894579.967032965,0.02,-64846.645161290326,-0.063
2023-06-01,5.08,0.0,3.6,-0.09,304003.0,0.006999999999999999,27900180.516483516,0.02,-64806.0,-0.063
2023-06-02,5.08,0.0,3.5966666666666667,-0.093,304023.8333333333,0.006999999999999999,27905781.065934066,0.02,-64799.36666666667,-0.01
2023-06-03,5.08,0.0,3.5933333333333333,-0.093,304044.6666666667,0.006999999999999999,27911381.615384616,0.02,-64792.73333333333,-0.01
2023-06-04,5.08,0.0,3.59,-0.093,304065.5,0.006999999999999999,27916982.164835166,0.02,-64786.1,-0.01
2023-06-05,5.08,0.0,3.586666666666667,-0.093,304086.3333333333,0.006999999999999999,27922582.714285713,0.02,-64779.46666666667,-0.01
2023-06-06,5.08,0.0,3.5833333333333335,-0.093,304107.1666666667,0.006999999999999999,27928183.263736263,0.02,-64772.833333333336,-0.01
2023-06-07,5.08,0.0,3.58,-0.093,304128.0,0.006999999999999999,27933783.813186813,0.02,-64766.2,-0.01
2023-06-08,5.08,0.0,3.5766666666666667,-0.093,304148.8333333333,0.006999999999999999,27939384.362637363,0.02,-64759.566666666666,-0.01
2023-06-09,5.08,0.0,3.5733333333333333,-0.093,304169.6666666667,0.006999999999999999,27944984.912087914,0.02,-64752.933333333334,-0.01
2023-06-10,5.08,0.0,3.5700000000000003,-0.093,304190.5,0.006999999999999999,27950585.46153846,0.02,-64746.3,-0.01
2023-06-11,5.08,0.0,3.566666666666667,-0.093,304211.3333333333,0.006999999999999999,27956186.01098901,0.02,-64739.666666666664,-0.01
2023-06-12,5.08,0.0,3.5633333333333335,-0.093,304232.1666666667,0.006999999999999999,27961786.56043956,0.02,-64733.03333333333,-0.01
2023-06-13,5.08,0.0,3.56,-0.094,304253.0,0.006999999999999999,27967387.10989011,0.02,-64726.4,-0.01
2023-06-14,5.08,0.0,3.5566666666666666,-0.094,304273.8333333333,0.006999999999999999,27972987.65934066,0.02,-64719.76666666667,-0.01
2023-06-15,5.07,-0.197,3.5533333333333332,-0.094,304294.6666666667,0.006999999999999999,27978588.208791208,0.02,-64713.13333333333,-0.01
2023-06-16,5.08,0.197,3.55,-0.094,304315.5,0.006999999999999999,27984188.758241758,0.02,-64706.5,-0.01
2023-06-17,5.08,0.0,3.546666666666667,-0.094,304336.3333333333,0.006999999999999999,27989789.307692308,0.02,-64699.86666666667,-0.01
2023-06-18,5.08,0.0,3.5433333333333334,-0.094,304357.1666666667,0.006999999999999999,27995389.85714286,0.02,-64693.23333333333,-0.01
2023-06-19,5.08,0.0,3.54,-0.094,304378.0,0.006999999999999999,28000990.40659341,0.02,-64686.6,-0.01
2023-06-20,5.07,-0.197,3.5366666666666666,-0.094,304398.8333333333,0.006999999999999999,28006590.956043955,0.02,-64679.96666666667,-0.01
2023-06-21,5.07,0.0,3.533333333333333,-0.094,304419.6666666667,0.006999999999999999,28012191.505494505,0.02,-64673.333333333336,-0.01
2023-06-22,5.07,0.0,3.5300000000000002,-0.094,304440.5,0.006999999999999999,28017792.054945055,0.02,-64666.7,-0.01
2023-06-23,5.07,0.0,3.526666666666667,-0.094,304461.3333333333,0.006999999999999999,28023392.604395606,0.02,-64660.066666666666,-0.01
2023-06-24,5.07,0.0,3.5233333333333334,-0.095,304482.1666666667,0.006999999999999999,28028993.153846152,0.02,-64653.433333333334,-0.01
2023-06-25,5.07,0.0,3.52,-0.095,304503.0,0.006999999999999999,28034593.703296702,0.02,-64646.8,-0.01
2023-06-26,5.07,0.0,3.5166666666666666,-0.095,304523.8333333333,0.006999999999999999,28040194.252747253,0.02,-64640.166666666664,-0.01
2023-06-27,5.07,0.0,3.513333333333333,-0.095,304544.6666666667,0.006999999999999999,28045794.802197803,0.02,-64633.53333333333,-0.01
2023-06-28,5.07,0.0,3.51,-0.095,304565.5,0.006999999999999999,28051395.351648353,0.02,-64626.9,-0.01
2023-06-29,5.07,0.0,3.506666666666667,-0.095,304586.3333333333,0.006999999999999999,28056995.9010989,0.02,-64620.26666666667,-0.01
2023-06-30,5.08,0.197,3.5033333333333334,-0.095,304607.1666666667,0.006999999999999999,28062596.45054945,0.02,-64613.63333333333,-0.01
2023-07-01,5.08,0.0,3.5,-0.095,304628.0,0.006999999999999999,28068197.0,0.02,-64607.0,-0.01
2023-07-02,5.08,0.0,3.509677419354839,0.27599999999999997,304678.29032258067,0.017,28071714.95652174,0.013,-64446.48387096774,-0.248
2023-07-03,5.08,0.0,3.5193548387096776,0.27599999999999997,304728.5806451613,0.017,28075232.913043477,0.013,-64285.967741935485,-0.249
2023-07-04,5.08,0.0,3.529032258064516,0.27499999999999997,304778.87096774194,0.017,28078750.86956522,0.013,-64125.45161290323,-0.25
2023-07-05,5.08,0.0,3.5387096774193547,0.27399999999999997,304829.1612903226,0.017,28082268.826086957,0.013,-63964.93548387097,-0.25
2023-07-06,5.08,0.0,3.5483870967741935,0.27299999999999996,304879.4516129032,0.016,28085786.782608695,0.013,-63804.41935483871,-0.251
2023-07-07,5.08,0.0,3.5580645161290323,0.27299999999999996,304929.7419354839,0.016,28089304.739130434,0.013,-63643.903225806454,-0.252
2023-07-08,5.08,0.0,3.567741935483871,0.272,304980.03225806454,0.016,28092822.695652176,0.013,-63483.3870967742,-0.252
2023-07-09,5.08,0.0,3.5774193548387094,0.271,305030.32258064515,0.016,28096340.652173914,0.013,-63322.87096774193,-0.253
2023-07-10,5.07,-0.197,3.587096774193548,0.271,305080.6129032258,0.016,28099858.608695652,0.013,-63162.354838709674,-0.253
2023-07-11,5.08,0.197,3.596774193548387,0.27,305130.9032258064,0.016,28103376.56521739,0.013,-63001.83870967742,-0.254
2023-07-12,5.08,0.0,3.606451612903226,0.269,305181.1935483871,0.016,28106894.52173913,0.013,-62841.32258064516,-0.255
2023-07-13,5.08,0.0,3.6161290322580646,0.268,305231.48387096776,0.016,28110412.47826087,0.013,-62680.8064516129,-0.255
2023-07-14,5.08,0.0,3.625806451612903,0.268,305281.77419354836,0.016,28113930.43478261,0.013,-62520.290322580644,-0.256
2023-07-15,5.08,0.0,3.6354838709677417,0.267,305332.06451612903,0.016,28117448.391304348,0.013,-62359.77419354839,-0.257
2023-07-16,5.08,0.0,3.6451612903225805,0.266,305382.3548387097,0.016,28120966.347826086,0.013,-62199.25806451613,-0.257
2023-07-17,5.08,0.0,3.6548387096774193,0.265,305432.6451612903,0.016,28124484.304347824,0.013,-62038.74193548387,-0.258
2023-07-18,5.08,0.0,3.664516129032258,0.265,305482.93548387097,0.016,28128002.260869566,0.013,-61878.22580645161,-0.259
2023-07-19,5.08,0.0,3.6741935483870964,0.264,305533.22580645164,0.016,28131520.217391305,0.013,-61717.709677419356,-0.259
2023-07-20,5.08,0.0,3.6838709677419352,0.263,305583.51612903224,0.016,28135038.173913043,0.013,-61557.1935483871,-0.26
2023-07-21,5.08,0.0,3.693548387096774,0.263,305633.8064516129,0.016,28138556.13043478,0.013,-61396.67741935484,-0.261
2023-07-22,5.08,0.0,3.703225806451613,0.262,305684.0967741936,0.016,28142074.086956523,0.013,-61236.16129032258,-0.261
2023-07-23,5.08,0.0,3.7129032258064516,0.261,305734.3870967742,0.016,28145592.04347826,0.013,-61075.645161290326,-0.262
2023-07-24,5.08,0.0,3.7225806451612904,0.261,305784.67741935485,0.016,28149110.0,0.012,-60915.12903225806,-0.263
2023-07-25,5.08,0.0,3.7322580645161287,0.26,305834.96774193546,0.016,28152627.95652174,0.012,-60754.6129032258,-0.264
2023-07-26,5.08,0.0,3.7419354838709675,0.259,305885.2580645161,0.016,28156145.913043477,0.012,-60594.096774193546,-0.264
2023-07-27,5.33,4.920999999999999,3.7516129032258063,0.259,305935.5483870968,0.016,28159663.86956522,0.012,-60433.58064516129,-0.265
2023-07-28,5.33,0.0,3.761290322580645,0.258,305985.8387096774,0.016,28163181.826086957,0.012,-60273.06451612903,-0.266
2023-07-29,5.33,0.0,3.7709677419354835,0.257,306036.12903225806,0.016,28166699.782608695,0.012,-60112.54838709677,-0.266
2023-07-30,5.33,0.0,3.7806451612903222,0.257,306086.4193548387,0.016,28170217.739130434,0.012,-59952.032258064515,-0.267
2023-07-31,5.33,0.0,3.790322580645161,0.256,306136.70967741933,0.016,28173735.695652176,0.012,-59791.51612903226,-0.268
2023-08-01,5.33,0.0,3.8,0.255,306187.0,0.016,28177253.652173914,0.012,-59631.0,-0.268
2023-08-02,5.33,0.0,3.8,0.0,306222.51612903224,0.012,28180771.608695652,0.012,-59714.58064516129,0.13999999999999999
2023-08-03,5.33,0.0,3.8,0.0,306258.03225806454,0.012,28184289.56521739,0.012,-59798.16129032258,0.13999999999999999
2023-08-04,5.33,0.0,3.8,0.0,306293.5483870968,0.012,28187807.52173913,0.012,-59881.74193548387,0.13999999999999999
2023-08-05,5.33,0.0,3.8,0.0,306329.06451612903,0.012,28191325.47826087,0.012,-59965.32258064516,0.13999999999999999
2023-08-06,5.33,0.0,3.8,0.0,306364.5806451613,0.012,28194843.43478261,0.012,-60048.903225806454,0.13899999999999998
2023-08-07,5.33,0.0,3.8,0.0,306400.0967741936,0.012,28198361.391304348,0.012,-60132.48387096774,0.13899999999999998
2023-08-08,5.33,0.0,3.8,0.0,306435.6129032258,0.012,28201879.347826086,0.012,-60216.06451612903,0.13899999999999998
2023-08-09,5.33,0.0,3.8,0.0,306471.12903225806,0.012,28205397.304347824,0.012,-60299.645161290326,0.13899999999999998
2023-08-10,5.33,0.0,3.8,0.0,306506.6451612903,0.012,28208915.260869566,0.012,-60383.22580645161,0.13899999999999998
2023-08-11,5.33,0.0,3.8,0.0,306542.1612903226,0.012,28212433.217391305,0.012,-60466.8064516129,0.13799999999999998
2023-08-12,5.33,0.0,3.8,0.0,306577.67741935485,0.012,28215951.173913043,0.012,-60550.3870967742,0.13799999999999998
2023-08-13,5.33,0.0,3.8,0.0,306613.1935483871,0.012,28219469.13043478,0.012,-60633.967741935485,0.13799999999999998
2023-08-14,5.33,0.0,3.8,0.0,306648.70967741933,0.012,28222987.086956523,0.012,-60717.54838709677,0.13799999999999998
2023-08-15,5.33,0.0,3.8,0.0,306684.22580645164,0.012,28226505.04347826,0.012,-60801.12903225806,0.13799999999999998
2023-08-16,5.33,0.0,3.8,0.0,306719.7419354839,0.012,28230023.0,0.012,-60884.709677419356,0.13699999999999998
2023-08-17,5.33,0.0,3.8,0.0,306755.2580645161,0.012,28233540.95652174,0.012,-60968.290322580644,0.13699999999999998
2023-08-18,5.33,0.0,3.8,0.0,306790.77419354836,0.012,28237058.913043477,0.012,-61051.87096774193,0.13699999999999998
2023-08-19,5.33,0.0,3.8,0.0,306826.29032258067,0.012,28240576.86956522,0.012,-61135.45161290323,0.13699999999999998
2023-08-20,5.33,0.0,3.8,0.0,306861.8064516129,0.012,28244094.826086957,0.012,-61219.032258064515,0.13699999999999998
2023-08-21,5.33,0.0,3.8,0.0,306897.32258064515,0.012,28247612.782608695,0.012,-61302.6129032258,0.13699999999999998
2023-08-22,5.33,0.0,3.8,0.0,306932.8387096774,0.012,28251130.739130434,0.012,-61386.1935483871,0.136
2023-08-23,5.33,0.0,3.8,0.0,306968.3548387097,0.012,28254648.695652176,0.012,-61469.77419354839,0.136
2023-08-24,5.33,0.0,3.8,0.0,307003.87096774194,0.012,28258166.652173914,0.012,-61553.354838709674,0.136
2023-08-25,5.33,0.0,3.8,0.0,307039.3870967742,0.012,28261684.608695652,0.012,-61636.93548387097,0.136
2023-08-26,5.33,0.0,3.8,0.0,307074.9032258064,0.012,28265202.56521739,0.012,-61720.51612903226,0.136
2023-08-27,5.33,0.0,3.8,0.0,307110.4193548387,0.012,28268720.52173913,0.012,-61804.096774193546,0.135
2023-08-28,5.33,0.0,3.8,0.0,307145.93548387097,0.012,28272238.47826087,0.012,-61887.67741935484,0.135
2023-08-29,5.33,0.0,3.8,0.0,307181.4516129032,0.012,28275756.43478261,0.012,-61971.25806451613,0.135
2023-08-30,5.33,0.0,3.8,0.0,307216.96774193546,0.012,28279274.391304348,0.012,-62054.83870967742,0.135
2023-08-31,5.33,0.0,3.8,0.0,307252.48387096776,0.012,28282792.347826086,0.012,-62138.41935483871,0.135
2023-09-01,5.33,0.0,3.8,0.0,307288.0,0.012,28286310.304347824,0.012,-62222.0,0.135
2023-09-02,5.33,0.0,3.8,0.0,307296.1,0.003,28289828.260869566,0.012,-62292.36666666667,0.11299999999999999
2023-09-03,5.33,0.0,3.8,0.0,307304.2,0.003,28293346.217391305,0.012,-62362.73333333333,0.11299999999999999
2023-09-04,5.33,0.0,3.8,0.0,307312.3,0.003,28296864.173913043,0.012,-62433.1,0.11299999999999999
2023-09-05,5.33,0.0,3.8,0.0,307320.4,0.003,28300382.13043478,0.012,-62503.46666666667,0.11299999999999999
2023-09-06,5.33,0.0,3.8,0.0,307328.5,0.003,28303900.086956523,0.012,-62573.833333333336,0.11299999999999999
2023-09-07,5.33,0.0,3.8,0.0,307336.6,0.003,28307418.04347826,0.012,-62644.2,0.11199999999999999
2023-09-08,5.33,0.0,3.8,0.0,307344.7,0.003,28310936.0,0.012,-62714.566666666666,0.11199999999999999
2023-09-09,5.33,0.0,3.8,0.0,307352.8,0.003,28314453.95652174,0.012,-62784.933333333334,0.11199999999999999
2023-09-10,5.33,0.0,3.8,0.0,307360.9,0.003,28317971.913043477,0.012,-62855.3,0.11199999999999999
2023-09-11,5.33,0.0,3.8,0.0,307369.0,0.003,28321489.86956522,0.012,-62925.666666666664,0.11199999999999999
2023-09-12,5.33,0.0,3.8,0.0,307377.1,0.003,28325007.826086957,0.012,-62996.03333333333,0.11199999999999999
2023-09-13,5.33,0.0,3.8,0.0,307385.2,0.003,28328525.782608695,0.012,-63066.4,0.11199999999999999
2023-09-14,5.33,0.0,3.8,0.0,307393.3,0.003,28332043.739130434,0.012,-63136.76666666667,0.11199999999999999
2023-09-15,5.33,0.0,3.8,0.0,307401.4,0.003,28335561.695652176,0.012,-63207.13333333333,0.11100000000000002
2023-09-16,5.33,0.0,3.8,0.0,307409.5,0.003,28339079.652173914,0.012,-63277.5,0.11100000000000002
2023-09-17,5.33,0.0,3.8,0.0,307417.6,0.003,28342597.608695652,0.012,-63347.86666666667,0.11100000000000002
2023-09-18,5.33,0.0,3.8,0.0,307425.7,0.003,28346115.56521739,0.012,-63418.23333333333,0.11100000000000002
2023-09-19,5.33,0.0,3.8,0.0,307433.8,0.003,28349633.52173913,0.012,-63488.6,0.11100000000000002
2023-09-20,5.33,0.0,3.8,0.0,307441.9,0.003,28353151.47826087,0.012,-63558.96666666667,0.11100000000000002
2023-09-21,5.33,0.0,3.8,0.0,307450.0,0.003,28356669.43478261,0.012,-63629.333333333336,0.11100000000000002
2023-09-22,5.33,0.0,3.8,0.0,307458.1,0.003,28360187.391304348,0.012,-63699.7,0.11100000000000002
2023-09-23,5.33,0.0,3.8,0.0,307466.2,0.003,28363705.347826086,0.012,-63770.066666666666,0.11
2023-09-24,5.33,0.0,3.8,0.0,307474.3,0.003,28367223.304347824,0.012,-63840.433333333334,0.11
2023-09-25,5.33,0.0,3.8,0.0,307482.4,0.003,28370741.260869566,0.012,-63910.8,0.11
2023-09-26,5.33,0.0,3.8,0.0,307490.5,0.003,28374259.217391305,0.012,-63981.166666666664,0.11
2023-09-27,5.33,0.0,3.8,0.0,307498.6,0.003,28377777.173913043,0.012,-64051.53333333333,0.11
2023-09-28,5.33,0.0,3.8,0.0,307506.7,0.003,28381295.13043478,0.012,-64121.9,0.11
2023-09-29,5.33,0.0,3.8,0.0,307514.8,0.003,28384813.086956523,0.012,-64192.26666666666,0.11
2023-09-30,5.33,0.0,3.8,0.0,307522.9,0.003,28388331.04347826,0.012,-64262.63333333333,0.11
2023-10-01,5.33,0.0,3.8,0.0,307531.0,0.003,28391849.0,0.012,-64333.0,0.109
2023-10-02,5.33,0.0,3.7967741935483867,-0.08499999999999999,307546.9032258064,0.005,28395266.52173913,0.012,-64346.58064516129,0.021
2023-10-03,5.33,0.0,3.793548387096774,-0.08499999999999999,307562.8064516129,0.005,28398684.04347826,0.012,-64360.16129032258,0.021
2023-10-04,5.33,0.0,3.790322580645161,-0.08499999999999999,307578.70967741933,0.005,28402101.56521739,0.012,-64373.74193548387,0.021
2023-10-05,5.33,0.0,3.7870967741935484,-0.08499999999999999,307594.6129032258,0.005,28405519.086956523,0.012,-64387.32258064516,0.021
2023-10-06,5.33,0.0,3.7838709677419353,-0.08499999999999999,307610.51612903224,0.005,28408936.608695652,0.012,-64400.903225806454,0.021
2023-10-07,5.33,0.0,3.7806451612903227,-0.08499999999999999,307626.4193548387,0.005,28412354.13043478,0.012,-64414.48387096774,0.021
2023-10-08,5.33,0.0,3.7774193548387096,-0.08499999999999999,307642.32258064515,0.005,28415771.652173914,0.012,-64428.06451612903,0.021
2023-10-09,5.33,0.0,3.7741935483870965,-0.08499999999999999,307658.22580645164,0.005,28419189.173913043,0.012,-64441.645161290326,0.021
2023-10-10,5.33,0.0,3.770967741935484,-0.08499999999999999,307674.12903225806,0.005,28422606.695652176,0.012,-64455.22580645161,0.021
2023-10-11,5.33,0.0,3.767741935483871,-0.086,307690.03225806454,0.005,28426024.217391305,0.012,-64468.8064516129,0.021
2023-10-12,5.33,0.0,3.764516129032258,-0.086,307705.93548387097,0.005,28429441.739130434,0.012,-64482.3870967742,0.021
2023-10-13,5.33,0.0,3.761290322580645,-0.086,307721.8387096774,0.005,28432859.260869566,0.012,-64495.967741935485,0.021
2023-10-14,5.33,0.0,3.758064516129032,-0.086,307737.7419354839,0.005,28436276.782608695,0.012,-64509.54838709677,0.021
2023-10-15,5.33,0.0,3.7548387096774194,-0.086,307753.6451612903,0.005,28439694.304347824,0.012,-64523.12903225807,0.021
2023-10-16,5.33,0.0,3.7516129032258063,-0.086,307769.5483870968,0.005,28443111.826086957,0.012,-64536.709677419356,0.021
2023-10-17,5.33,0.0,3.7483870967741937,-0.086,307785.4516129032,0.005,28446529.347826086,0.012,-64550.290322580644,0.021
2023-10-18,5.33,0.0,3.7451612903225806,-0.086,307801.3548387097,0.005,28449946.86956522,0.012,-64563.87096774193,0.021
2023-10-19,5.33,0.0,3.741935483870968,-0.086,307817.2580645161,0.005,28453364.391304348,0.012,-64577.45161290323,0.021
2023-10-20,5.33,0.0,3.738709677419355,-0.086,307833.1612903226,0.005,28456781.913043477,0.012,-64591.032258064515,0.021
2023-10-21,5.33,0.0,3.735483870967742,-0.086,307849.06451612903,0.005,28460199.43478261,0.012,-64604.6129032258,0.021
2023-10-22,5.33,0.0,3.732258064516129,-0.086,307864.96774193546,0.005,28463616.95652174,0.012,-64618.1935483871,0.021
2023-10-23,5.33,0.0,3.729032258064516,-0.086,307880.87096774194,0.005,28467034.47826087,0.012,-64631.77419354839,0.021
2023-10-24,5.33,0.0,3.7258064516129035,-0.087,307896.77419354836,0.005,28470452.0,0.012,-64645.354838709674,0.021
2023-10-25,5.33,0.0,3.7225806451612904,-0.087,307912.67741935485,0.005,28473869.52173913,0.012,-64658.93548387097,0.021
2023-10-26,5.33,0.0,3.7193548387096773,-0.087,307928.5806451613,0.005,28477287.04347826,0.012,-64672.51612903226,0.021
2023-10-27,5.33,0.0,3.7161290322580647,-0.087,307944.48387096776,0.005,28480704.56521739,0.012,-64686.096774193546,0.021
2023-10-28,5.33,0.0,3.7129032258064516,-0.087,307960.3870967742,0.005,28484122.086956523,0.012,-64699.67741935484,0.021
2023-10-29,5.33,0.0,3.709677419354839,-0.087,307976.29032258067,0.005,28487539.608695652,0.012,-64713.25806451613,0.021
2023-10-30,5.33,0.0,3.706451612903226,-0.087,307992.1935483871,0.005,28490957.13043478,0.012,-64726.83870967742,0.021
2023-10-31,5.33,0.0,3.7032258064516133,-0.087,308008.0967741936,0.005,28494374.652173914,0.012,-64740.41935483871,0.021
2023-11-01,5.33,0.0,3.7,-0.087,308024.0,0.005,28497792.173913043,0.012,-64754.0,0.021
2023-11-02,5.33,0.0,3.7,0.0,308047.93333333335,0.008,28501209.695652176,0.012,-64759.36666666667,0.008
2023-11-03,5.33,0.0,3.7,0.0,308071.86666666664,0.008,28504627.217391305,0.012,-64764.73333333333,0.008
2023-11-04,5.33,0.0,3.7,0.0,308095.8,0.008,28508044.739130434,0.012,-64770.1,0.008
2023-11-05,5.33,0.0,3.7,0.0,308119.73333333334,0.008,28511462.260869566,0.012,-64775.46666666667,0.008
2023-11-06,5.33,0.0,3.7,0.0,308143.6666666667,0.008,28514879.782608695,0.012,-64780.833333333336,0.008
2023-11-07,5.33,0.0,3.7,0.0,308167.6,0.008,28518297.304347824,0.012,-64786.2,0.008
2023-11-08,5.33,0.0,3.7,0.0,308191.5333333333,0.008,28521714.826086957,0.012,-64791.566666666666,0.008
2023-11-09,5.33,0.0,3.7,0.0,308215.4666666667,0.008,28525132.347826086,0.012,-64796.933333333334,0.008
2023-11-10,5.33,0.0,3.7,0.0,308239.4,0.008,28528549.86956522,0.012,-64802.3,0.008
2023-11-11,5.33,0.0,3.7,0.0,308263.3333333333,0.008,28531967.391304348,0.012,-64807.666666666664,0.008
2023-11-12,5.33,0.0,3.7,0.0,308287.26666666666,0.008,28535384.913043477,0.012,-64813.03333333333,0.008
2023-11-13,5.33,0.0,3.7,0.0,308311.2,0.008,28538802.43478261,0.012,-64818.4,0.008
2023-11-14,5.33,0.0,3.7,0.0,308335.13333333336,0.008,28542219.95652174,0.012,-64823.76666666667,0.008
2023-11-15,5.33,0.0,3.7,0.0,308359.06666666665,0.008,28545637.47826087,0.012,-64829.13333333333,0.008
2023-11-16,5.33,0.0,3.7,0.0,308383.0,0.008,28549055.0,0.012,-64834.5,0.008
2023-11-17,5.33,0.0,3.7,0.0,308406.93333333335,0.008,28552472.52173913,0.012,-64839.86666666667,0.008
2023-11-18,5.33,0.0,3.7,0.0,308430.86666666664,0.008,28555890.04347826,0.012,-64845.23333333333,0.008
2023-11-19,5.33,0.0,3.7,0.0,308454.8,0.008,28559307.56521739,0.012,-64850.6,0.008
2023-11-20,5.33,0.0,3.7,0.0,308478.73333333334,0.008,28562725.086956523,0.012,-64855.96666666667,0.008
2023-11-21,5.33,0.0,3.7,0.0,308502.6666666667,0.008,28566142.608695652,0.012,-64861.333333333336,0.008
2023-11-22,5.33,0.0,3.7,0.0,308526.6,0.008,28569560.13043478,0.012,-64866.7,0.008
2023-11-23,5.33,0.0,3.7,0.0,308550.5333333333,0.008,28572977.652173914,0.012,-64872.066666666666,0.008
2023-11-24,5.33,0.0,3.7,0.0,308574.4666666667,0.008,28576395.173913043,0.012,-64877.433333333334,0.008
2023-11-25,5.33,0.0,3.7,0.0,308598.4,0.008,28579812.695652176,0.012,-64882.8,0.008
2023-11-26,5.33,0.0,3.7,0.0,308622.3333333333,0.008,28583230.217391305,0.012,-64888.166666666664,0.008
2023-11-27,5.33,0.0,3.7,0.0,308646.26666666666,0.008,28586647.739130434,0.012,-64893.53333333333,0.008
2023-11-28,5.33,0.0,3.7,0.0,308670.2,0.008,28590065.260869566,0.012,-64898.9,0.008
2023-11-29,5.33,0.0,3.7,0.0,308694.13333333336,0.008,28593482.782608695,0.012,-64904.26666666667,0.008
